Type,OID,OID (bin),POS (BIN),POS,Diff
O,5228,0001010001101100,0000001001000001,577,4651
O,5229,0001010001101101,0000001001000010,578,4651
O,5230,0001010001101110,0000001001000011,579,4651
O,5231,0001010001101111,0000001001000100,580,4651
O,5232,0001010001110000,0000001001000101,581,4651
O,5233,0001010001110001,0000001001000110,582,4651
O,5234,0001010001110010,0000001001000111,583,4651
O,5235,0001010001110011,0000001001001000,584,4651
O,5236,0001010001110100,0000001001001001,585,4651
O,5237,0001010001110101,0000001001001010,586,4651
O,5238,0001010001110110,0000001001001011,587,4651
O,5239,0001010001110111,0000001001001100,588,4651
O,5240,0001010001111000,0000001001001101,589,4651
O,5241,0001010001111001,0000001001001110,590,4651
O,5242,0001010001111010,0000001001001111,591,4651
O,5243,0001010001111011,0000001001010000,592,4651
O,5244,0001010001111100,0000001001010001,593,4651
O,5245,0001010001111101,0000001001010010,594,4651
O,5246,0001010001111110,0000001001010011,595,4651
O,5247,0001010001111111,0000001001010100,596,4651
O,5248,0001010010000000,0000001001010101,597,4651
O,5249,0001010010000001,0000001001010110,598,4651
O,5250,0001010010000010,0000001001010111,599,4651
O,5251,0001010010000011,0000001001011000,600,4651
O,5252,0001010010000100,0000001001011001,601,4651
O,5253,0001010010000101,0000001001011010,602,4651
O,5254,0001010010000110,0000001001011011,603,4651
O,5255,0001010010000111,0000001001011100,604,4651
O,5256,0001010010001000,0000001001011101,605,4651
O,5257,0001010010001001,0000001001011110,606,4651
O,5258,0001010010001010,0000001001011111,607,4651
O,5259,0001010010001011,0000001001100000,608,4651
O,5260,0001010010001100,0000001001100001,609,4651
O,5261,0001010010001101,0000001001100010,610,4651
O,5262,0001010010001110,0000001001100011,611,4651
O,5263,0001010010001111,0000001001100100,612,4651
O,5264,0001010010010000,0000001001100101,613,4651
O,5265,0001010010010001,0000001001100110,614,4651
O,5266,0001010010010010,0000001001100111,615,4651
O,5267,0001010010010011,0000001001101000,616,4651
O,5268,0001010010010100,0000001001101001,617,4651
O,5269,0001010010010101,0000001001101010,618,4651
O,5270,0001010010010110,0000001001101011,619,4651
O,5271,0001010010010111,0000001001101100,620,4651
O,5272,0001010010011000,0000001001101101,621,4651
O,5273,0001010010011001,0000001001101110,622,4651
O,5274,0001010010011010,0000001001101111,623,4651
O,5275,0001010010011011,0000001001110000,624,4651
O,5276,0001010010011100,0000001001110001,625,4651
O,5277,0001010010011101,0000001001110010,626,4651
O,5278,0001010010011110,0000001001110011,627,4651
O,5279,0001010010011111,0000001001110100,628,4651
O,5280,0001010010100000,0000001001110101,629,4651
O,5281,0001010010100001,0000001001110110,630,4651
O,5282,0001010010100010,0000001001110111,631,4651
O,5283,0001010010100011,0000001001111000,632,4651
O,5284,0001010010100100,0000001001111001,633,4651
O,5285,0001010010100101,0000001001111010,634,4651
O,5286,0001010010100110,0000001001111011,635,4651
O,5287,0001010010100111,0000001001111100,636,4651
O,5288,0001010010101000,0000001001111101,637,4651
O,5289,0001010010101001,0000001001111110,638,4651
O,5290,0001010010101010,0000001001111111,639,4651
O,5291,0001010010101011,0000001010000000,640,4651
O,5292,0001010010101100,0000001010000001,641,4651
O,5293,0001010010101101,0000001010000010,642,4651
O,5294,0001010010101110,0000001010000011,643,4651
O,5295,0001010010101111,0000001010000100,644,4651
O,5296,0001010010110000,0000001010000101,645,4651
O,5297,0001010010110001,0000001010000110,646,4651
O,5298,0001010010110010,0000001010000111,647,4651
O,5299,0001010010110011,0000001010001000,648,4651
O,5300,0001010010110100,0000001010001001,649,4651
O,5301,0001010010110101,0000001010001010,650,4651
O,5302,0001010010110110,0000001010001011,651,4651
O,5303,0001010010110111,0000001010001100,652,4651
O,5304,0001010010111000,0000001010001101,653,4651
O,5305,0001010010111001,0000001010001110,654,4651
O,5306,0001010010111010,0000001010001111,655,4651
O,5307,0001010010111011,0000001010010000,656,4651
O,5308,0001010010111100,0000001010010001,657,4651
O,5309,0001010010111101,0000001010010010,658,4651
O,5310,0001010010111110,0000001010010011,659,4651
O,5311,0001010010111111,0000001010010100,660,4651
O,5312,0001010011000000,0000001010010101,661,4651
O,5313,0001010011000001,0000001010010110,662,4651
O,5314,0001010011000010,0000001010010111,663,4651
O,5315,0001010011000011,0000001010011000,664,4651
O,5316,0001010011000100,0000001010011001,665,4651
O,5317,0001010011000101,0000001010011010,666,4651
O,5318,0001010011000110,0000001010011011,667,4651
O,5319,0001010011000111,0000001010011100,668,4651
O,5320,0001010011001000,0000001010011101,669,4651
O,5321,0001010011001001,0000001010011110,670,4651
O,5322,0001010011001010,0000001010011111,671,4651
O,5323,0001010011001011,0000001010100000,672,4651
O,5324,0001010011001100,0000001010100001,673,4651
O,5325,0001010011001101,0000001010100010,674,4651
O,5326,0001010011001110,0000001010100011,675,4651
O,5327,0001010011001111,0000001010100100,676,4651
O,5328,0001010011010000,0000001010100101,677,4651
O,5329,0001010011010001,0000001010100110,678,4651
O,5330,0001010011010010,0000001010100111,679,4651
O,5331,0001010011010011,0000001010101000,680,4651
O,5332,0001010011010100,0000001010101001,681,4651
O,5333,0001010011010101,0000001010101010,682,4651
O,5334,0001010011010110,0000001010101011,683,4651
O,5335,0001010011010111,0000001010101100,684,4651
O,5336,0001010011011000,0000001010101101,685,4651
O,5337,0001010011011001,0000001010101110,686,4651
O,5338,0001010011011010,0000001010101111,687,4651
O,5339,0001010011011011,0000001010110000,688,4651
O,5340,0001010011011100,0000001010110001,689,4651
O,5341,0001010011011101,0000001010110010,690,4651
O,5342,0001010011011110,0000001010110011,691,4651
O,5343,0001010011011111,0000001010110100,692,4651
O,5344,0001010011100000,0000001010110101,693,4651
O,5345,0001010011100001,0000001010110110,694,4651
O,5346,0001010011100010,0000001010110111,695,4651
O,5347,0001010011100011,0000001010111000,696,4651
O,5348,0001010011100100,0000001010111001,697,4651
O,5349,0001010011100101,0000001010111010,698,4651
O,5350,0001010011100110,0000001010111011,699,4651
O,5351,0001010011100111,0000001010111100,700,4651
O,5352,0001010011101000,0000001010111101,701,4651
O,5353,0001010011101001,0000001010111110,702,4651
O,5354,0001010011101010,0000001010111111,703,4651
O,5355,0001010011101011,0000001011000000,704,4651
O,5356,0001010011101100,0000001011000001,705,4651
O,5357,0001010011101101,0000001011000010,706,4651
O,5358,0001010011101110,0000001011000011,707,4651
O,5359,0001010011101111,0000001011000100,708,4651
O,5360,0001010011110000,0000001011000101,709,4651
O,5361,0001010011110001,0000001011000110,710,4651
O,5362,0001010011110010,0000001011000111,711,4651
O,5363,0001010011110011,0000001011001000,712,4651
O,5364,0001010011110100,0000001011001001,713,4651
O,5365,0001010011110101,0000001011001010,714,4651
O,5366,0001010011110110,0000001011001011,715,4651
O,5367,0001010011110111,0000001011001100,716,4651
O,5368,0001010011111000,0000001011001101,717,4651
O,5369,0001010011111001,0000001011001110,718,4651
O,5370,0001010011111010,0000001011001111,719,4651
O,5371,0001010011111011,0000001011010000,720,4651
O,5372,0001010011111100,0000001011010001,721,4651
O,5373,0001010011111101,0000001011010010,722,4651
O,5374,0001010011111110,0000001011010011,723,4651
O,5375,0001010011111111,0000001011010100,724,4651
O,5376,0001010100000000,0000001011010101,725,4651
O,5377,0001010100000001,0000001011010110,726,4651
O,5378,0001010100000010,0000001011010111,727,4651
O,5379,0001010100000011,0000001011011000,728,4651
O,5380,0001010100000100,0000001011011001,729,4651
O,5381,0001010100000101,0000001011011010,730,4651
O,5382,0001010100000110,0000001011011011,731,4651
O,5383,0001010100000111,0000001011011100,732,4651
O,5384,0001010100001000,0000001011011101,733,4651
O,5385,0001010100001001,0000001011011110,734,4651
O,5386,0001010100001010,0000001011011111,735,4651
O,5387,0001010100001011,0000001011100000,736,4651
O,5388,0001010100001100,0000001011100001,737,4651
O,5389,0001010100001101,0000001011100010,738,4651
O,5390,0001010100001110,0000001011100011,739,4651
O,5391,0001010100001111,0000001011100100,740,4651
O,5392,0001010100010000,0000001011100101,741,4651
O,5393,0001010100010001,0000001011100110,742,4651
O,5394,0001010100010010,0000001011100111,743,4651
O,5395,0001010100010011,0000001011101000,744,4651
O,5396,0001010100010100,0000001011101001,745,4651
O,5397,0001010100010101,0000001011101010,746,4651
O,5398,0001010100010110,0000001011101011,747,4651
O,5399,0001010100010111,0000001011101100,748,4651
O,5400,0001010100011000,0000001011101101,749,4651
O,5401,0001010100011001,0000001011101110,750,4651
O,5402,0001010100011010,0000001011101111,751,4651
O,5403,0001010100011011,0000001011110000,752,4651
O,5404,0001010100011100,0000001011110001,753,4651
O,5405,0001010100011101,0000001011110010,754,4651
O,5406,0001010100011110,0000001011110011,755,4651
O,5407,0001010100011111,0000001011110100,756,4651
O,5408,0001010100100000,0000001011110101,757,4651
O,5409,0001010100100001,0000001011110110,758,4651
O,5410,0001010100100010,0000001011110111,759,4651
O,5411,0001010100100011,0000001011111000,760,4651
O,5412,0001010100100100,0000001011111001,761,4651
O,5413,0001010100100101,0000001011111010,762,4651
O,5414,0001010100100110,0000001011111011,763,4651
O,5415,0001010100100111,0000001011111100,764,4651
O,5416,0001010100101000,0000001011111101,765,4651
O,5417,0001010100101001,0000001011111110,766,4651
O,5418,0001010100101010,0000001011111111,767,4651
M,65,0000000001000001,0000001100000000,768,-703
M,66,0000000001000010,0000001100000001,769,-703
O,5419,0001010100101011,0000001100000010,770,4649
M,67,0000000001000011,0000001100000011,771,-704
O,5420,0001010100101100,0000001100000100,772,4648
O,5421,0001010100101101,0000001100000101,773,4648
O,5422,0001010100101110,0000001100000110,774,4648
O,5423,0001010100101111,0000001100000111,775,4648
M,68,0000000001000100,0000001100001000,776,-708
M,69,0000000001000101,0000001100001001,777,-708
M,70,0000000001000110,0000001100001010,778,-708
M,71,0000000001000111,0000001100001011,779,-708
O,5424,0001010100110000,0000001100001100,780,4644
O,5425,0001010100110001,0000001100001101,781,4644
O,5426,0001010100110010,0000001100001110,782,4644
O,5427,0001010100110011,0000001100001111,783,4644
M,72,0000000001001000,0000001100010000,784,-712
O,5428,0001010100110100,0000001100010001,785,4643
O,5429,0001010100110101,0000001100010010,786,4643
O,5430,0001010100110110,0000001100010011,787,4643
O,5431,0001010100110111,0000001100010100,788,4643
O,5432,0001010100111000,0000001100010101,789,4643
O,5433,0001010100111001,0000001100010110,790,4643
O,5434,0001010100111010,0000001100010111,791,4643
M,73,0000000001001001,0000001100011000,792,-719
M,74,0000000001001010,0000001100011001,793,-719
M,75,0000000001001011,0000001100011010,794,-719
M,76,0000000001001100,0000001100011011,795,-719
O,5435,0001010100111011,0000001100011100,796,4639
O,5436,0001010100111100,0000001100011101,797,4639
O,5437,0001010100111101,0000001100011110,798,4639
O,5438,0001010100111110,0000001100011111,799,4639
O,5439,0001010100111111,0000001100100000,800,4639
M,77,0000000001001101,0000001100100001,801,-724
O,5440,0001010101000000,0000001100100010,802,4638
O,5441,0001010101000001,0000001100100011,803,4638
O,5442,0001010101000010,0000001100100100,804,4638
O,5443,0001010101000011,0000001100100101,805,4638
O,5444,0001010101000100,0000001100100110,806,4638
O,5445,0001010101000101,0000001100100111,807,4638
M,78,0000000001001110,0000001100101000,808,-730
M,79,0000000001001111,0000001100101001,809,-730
O,5446,0001010101000110,0000001100101010,810,4636
O,5447,0001010101000111,0000001100101011,811,4636
O,5448,0001010101001000,0000001100101100,812,4636
O,5449,0001010101001001,0000001100101101,813,4636
O,5450,0001010101001010,0000001100101110,814,4636
O,5451,0001010101001011,0000001100101111,815,4636
M,80,0000000001010000,0000001100110000,816,-736
M,81,0000000001010001,0000001100110001,817,-736
O,5452,0001010101001100,0000001100110010,818,4634
O,5453,0001010101001101,0000001100110011,819,4634
O,5454,0001010101001110,0000001100110100,820,4634
O,5455,0001010101001111,0000001100110101,821,4634
O,5456,0001010101010000,0000001100110110,822,4634
O,5457,0001010101010001,0000001100110111,823,4634
O,5458,0001010101010010,0000001100111000,824,4634
O,5459,0001010101010011,0000001100111001,825,4634
O,5460,0001010101010100,0000001100111010,826,4634
O,5461,0001010101010101,0000001100111011,827,4634
O,5462,0001010101010110,0000001100111100,828,4634
O,5463,0001010101010111,0000001100111101,829,4634
O,5464,0001010101011000,0000001100111110,830,4634
O,5465,0001010101011001,0000001100111111,831,4634
O,5466,0001010101011010,0000001101000000,832,4634
O,5467,0001010101011011,0000001101000001,833,4634
O,5468,0001010101011100,0000001101000010,834,4634
O,5469,0001010101011101,0000001101000011,835,4634
O,5470,0001010101011110,0000001101000100,836,4634
O,5471,0001010101011111,0000001101000101,837,4634
O,5472,0001010101100000,0000001101000110,838,4634
O,5473,0001010101100001,0000001101000111,839,4634
O,5474,0001010101100010,0000001101001000,840,4634
O,5475,0001010101100011,0000001101001001,841,4634
O,5476,0001010101100100,0000001101001010,842,4634
O,5477,0001010101100101,0000001101001011,843,4634
O,5478,0001010101100110,0000001101001100,844,4634
O,5479,0001010101100111,0000001101001101,845,4634
O,5480,0001010101101000,0000001101001110,846,4634
O,5481,0001010101101001,0000001101001111,847,4634
O,5482,0001010101101010,0000001101010000,848,4634
O,5483,0001010101101011,0000001101010001,849,4634
O,5484,0001010101101100,0000001101010010,850,4634
O,5485,0001010101101101,0000001101010011,851,4634
O,5486,0001010101101110,0000001101010100,852,4634
O,5487,0001010101101111,0000001101010101,853,4634
O,5488,0001010101110000,0000001101010110,854,4634
O,5489,0001010101110001,0000001101010111,855,4634
O,5490,0001010101110010,0000001101011000,856,4634
O,5491,0001010101110011,0000001101011001,857,4634
O,5492,0001010101110100,0000001101011010,858,4634
O,5493,0001010101110101,0000001101011011,859,4634
O,5494,0001010101110110,0000001101011100,860,4634
O,5495,0001010101110111,0000001101011101,861,4634
O,5496,0001010101111000,0000001101011110,862,4634
O,5497,0001010101111001,0000001101011111,863,4634
O,5498,0001010101111010,0000001101100000,864,4634
O,5499,0001010101111011,0000001101100001,865,4634
O,5500,0001010101111100,0000001101100010,866,4634
O,5501,0001010101111101,0000001101100011,867,4634
O,5502,0001010101111110,0000001101100100,868,4634
O,5503,0001010101111111,0000001101100101,869,4634
O,5504,0001010110000000,0000001101100110,870,4634
O,5505,0001010110000001,0000001101100111,871,4634
O,5506,0001010110000010,0000001101101000,872,4634
O,5507,0001010110000011,0000001101101001,873,4634
O,5508,0001010110000100,0000001101101010,874,4634
O,5509,0001010110000101,0000001101101011,875,4634
O,5510,0001010110000110,0000001101101100,876,4634
O,5511,0001010110000111,0000001101101101,877,4634
O,5512,0001010110001000,0000001101101110,878,4634
O,5513,0001010110001001,0000001101101111,879,4634
O,5514,0001010110001010,0000001101110000,880,4634
O,5515,0001010110001011,0000001101110001,881,4634
O,5516,0001010110001100,0000001101110010,882,4634
O,5517,0001010110001101,0000001101110011,883,4634
O,5518,0001010110001110,0000001101110100,884,4634
O,5519,0001010110001111,0000001101110101,885,4634
O,5520,0001010110010000,0000001101110110,886,4634
O,5521,0001010110010001,0000001101110111,887,4634
O,5522,0001010110010010,0000001101111000,888,4634
O,5523,0001010110010011,0000001101111001,889,4634
O,5524,0001010110010100,0000001101111010,890,4634
O,5525,0001010110010101,0000001101111011,891,4634
O,5526,0001010110010110,0000001101111100,892,4634
O,5527,0001010110010111,0000001101111101,893,4634
O,5528,0001010110011000,0000001101111110,894,4634
O,5529,0001010110011001,0000001101111111,895,4634
O,5530,0001010110011010,0000001110000000,896,4634
O,5531,0001010110011011,0000001110000001,897,4634
O,5532,0001010110011100,0000001110000010,898,4634
O,5533,0001010110011101,0000001110000011,899,4634
O,5534,0001010110011110,0000001110000100,900,4634
O,5535,0001010110011111,0000001110000101,901,4634
O,5536,0001010110100000,0000001110000110,902,4634
O,5537,0001010110100001,0000001110000111,903,4634
O,5538,0001010110100010,0000001110001000,904,4634
O,5539,0001010110100011,0000001110001001,905,4634
